番号,山名,別名,山頂名,読み,都道府県,標高,所在地,地図,緯度,経度,三角点名等,備考
813,三室山,"","",みむろやま,"兵庫県, 鳥取県",1358,中国山地東部,https://maps.gsi.go.jp/#15/35.236666666666665/134.46277777777777,35°14′12″,134°27′46″,三室山,""
814,東山,"","",とうせん,鳥取県,1388,中国山地東部,https://maps.gsi.go.jp/#15/35.29222222222222/134.38305555555556,35°17′32″,134°22′59″,藤仙山,""
815,沖ノ山,"","",おきのやま,鳥取県,1318,中国山地東部,https://maps.gsi.go.jp/#15/35.24805555555556/134.35666666666665,35°14′53″,134°21′24″,中原,""
816,後山,"","",うしろやま,"岡山県, 兵庫県",1344,中国山地東部,https://maps.gsi.go.jp/#15/35.18694444444444/134.41111111111113,35°11′13″,134°24′40″,後山,Ｈ26三角点標高改訂
817,那岐山,"","",なぎさん,"鳥取県, 岡山県",1255,中国山地東部,https://maps.gsi.go.jp/#15/35.17166666666667/134.18027777777777,35°10′18″,134°10′49″,測定点,Ｈ13現地測量による標高改訂
818,書写山,"","",しょしゃざん,兵庫県,371,吉備高原東部,https://maps.gsi.go.jp/#15/34.89277777777778/134.6563888888889,34°53′34″,134°39′23″,標高点,""
819,白旗山,"","",しらはたやま,兵庫県,440,吉備高原東部,https://maps.gsi.go.jp/#15/34.90833333333333/134.38083333333333,34°54′30″,134°22′51″,白旗山,""
820,八塔寺山,"","",はっとうじさん,岡山県,538,吉備高原東部,https://maps.gsi.go.jp/#15/34.92305555555555/134.25222222222223,34°55′23″,134°15′08″,八塔寺山,Ｈ26三角点標高改訂
821,金山,"","",かなやま,岡山県,499,吉備高原東部,https://maps.gsi.go.jp/#15/34.74472222222222/133.94083333333333,34°44′41″,133°56′27″,金山,Ｈ26三角点標高改訂
822,大平山,"","",おおひらやま,岡山県,698,吉備高原東部,https://maps.gsi.go.jp/#15/34.89888888888889/133.70694444444445,34°53′56″,133°42′25″,大平山,""
823,大満寺山,"","",だいまんじさん,島根県,608,隠岐,https://maps.gsi.go.jp/#15/36.25666666666667/133.33055555555555,36°15′24″,133°19′50″,大満寺山,""
824,焼火山,"","",たくひやま,島根県,452,隠岐,https://maps.gsi.go.jp/#15/36.07472222222223/133.03194444444446,36°04′29″,133°01′55″,焼火山,""
825,朝日山,"","",あさひやま,島根県,344,島根半島,https://maps.gsi.go.jp/#15/35.507777777777775/132.9763888888889,35°30′28″,132°58′35″,標高点,""
826,鼻高山,"","",はなたかせん,島根県,536,島根半島,https://maps.gsi.go.jp/#15/35.4125/132.75277777777777,35°24′45″,132°45′10″,鼻高山,""
827,高鉢山,"","",たかはちやま,鳥取県,1203,中国山地中部,https://maps.gsi.go.jp/#15/35.36027777777778/134.0511111111111,35°21′37″,134°03′04″,標高点,""
828,花知ヶ仙,"","",はなちがせん,岡山県,1247,中国山地中部,https://maps.gsi.go.jp/#15/35.25944444444445/133.975,35°15′34″,133°58′30″,花知山,""
829,津黒山,"","",つぐろせん,岡山県,1118,中国山地中部,https://maps.gsi.go.jp/#15/35.25194444444445/133.815,35°15′07″,133°48′54″,津黒山,つぐろやま
830,蒜山,"",上蒜山,ひるぜん<かみひるぜん>,"鳥取県, 岡山県",1202,中国山地中部,https://maps.gsi.go.jp/#15/35.325/133.66333333333333,35°19′30″,133°39′48″,標高点,""
831,矢筈ヶ山,"","",やはずがせん,鳥取県,1358,中国山地中部,https://maps.gsi.go.jp/#15/35.38666666666666/133.58083333333332,35°23′12″,133°34′51″,二子山,Ｈ12三角点改測
832,大山,"",剣ヶ峰,だいせん<けんがみね>,鳥取県,1729,中国山地中部,https://maps.gsi.go.jp/#15/35.37111111111111/133.54611111111112,35°22′16″,133°32′46″,標高点,＜弥山＞の標高は1709m
833,烏ヶ山,"","",からすがせん,鳥取県,1448,中国山地中部,https://maps.gsi.go.jp/#15/35.35583333333334/133.57027777777776,35°21′21″,133°34′13″,標高点,""
834,毛無山,"","",けなしがせん,"鳥取県, 岡山県",1219,中国山地中部,https://maps.gsi.go.jp/#15/35.23555555555556/133.51472222222222,35°14′08″,133°30′53″,田浪,Ｈ26三角点標高改訂
835,宝仏山,"","",ほうぶつざん,鳥取県,1005,中国山地中部,https://maps.gsi.go.jp/#15/35.22972222222222/133.47027777777777,35°13′47″,133°28′13″,標高点,""
836,星山,"","",ほしやま,岡山県,1030,中国山地中部,https://maps.gsi.go.jp/#15/35.14194444444444/133.6772222222222,35°08′31″,133°40′38″,星山,""
837,花見山,"","",はなみやま,"鳥取県, 岡山県",1188,中国山地中部,https://maps.gsi.go.jp/#15/35.152499999999996/133.4011111111111,35°09′09″,133°24′04″,花見山,""
838,大倉山,"","",おおくらやま,鳥取県,1112,中国山地中部,https://maps.gsi.go.jp/#15/35.13361111111111/133.3552777777778,35°08′01″,133°21′19″,大倉山,""
839,船通山,"","",せんつうざん,"島根県, 鳥取県",1142,中国山地中部,https://maps.gsi.go.jp/#15/35.155833333333334/133.1786111111111,35°09′21″,133°10′43″,船通山,""
840,道後山,"","",どうごやま,"広島県, 鳥取県",1271,中国山地中部,https://maps.gsi.go.jp/#15/35.06944444444445/133.23277777777778,35°04′10″,133°13′58″,標高点,""
841,比婆山,"",立烏帽子山,ひばやま<たてえぼしやま>,広島県,1299,中国山地中部,https://maps.gsi.go.jp/#15/35.05166666666666/133.06555555555556,35°03′06″,133°03′56″,標高点,比婆山の最高峰
842,比婆山,"",烏帽子山,ひばやま<えぼしやま>,"広島県, 島根県",1225,中国山地中部,https://maps.gsi.go.jp/#15/35.07/133.05222222222224,35°04′12″,133°03′08″,烏帽子山,""
843,猿政山,"","",さるまさやま,"島根県, 広島県",1268,中国山地中部,https://maps.gsi.go.jp/#15/35.081388888888895/132.96777777777777,35°04′53″,132°58′04″,猿政山,""
844,大万木山,"","",おおよろぎやま,"島根県, 広島県",1218,中国山地中部,https://maps.gsi.go.jp/#15/35.087500000000006/132.85444444444443,35°05′15″,132°51′16″,大万木山,""
845,琴引山,弥山,"",ことびきさん（みせん）,島根県,1013,中国山地中部,https://maps.gsi.go.jp/#15/35.04805555555556/132.78250000000003,35°02′53″,132°46′57″,琴引山,""
846,三瓶山,"",男三瓶山,さんべさん<おさんべさん>,島根県,1126,中国山地中部,https://maps.gsi.go.jp/#15/35.14055555555556/132.62166666666667,35°08′26″,132°37′18″,三瓶山,""
847,大江高山,"","",おおえたかやま,島根県,808,中国山地中部,https://maps.gsi.go.jp/#15/35.06388888888888/132.4286111111111,35°03′50″,132°25′43″,大江高山,""
848,星居山,"","",ほしのこやま,広島県,834,吉備高原西部,https://maps.gsi.go.jp/#15/34.74805555555556/133.22166666666666,34°44′53″,133°13′18″,星居山,Ｈ18三角点標高改測
849,岳山,"","",だけやま,広島県,741,吉備高原西部,https://maps.gsi.go.jp/#15/34.64888888888889/133.15666666666667,34°38′56″,133°09′24″,標高点,""
850,龍王山,"","",りゅうおうさん,広島県,665,吉備高原西部,https://maps.gsi.go.jp/#15/34.45583333333334/133.08333333333334,34°27′21″,133°05′00″,八幡竜王山,""
851,鷹ノ巣山,"","",たかのすざん,広島県,922,吉備高原西部,https://maps.gsi.go.jp/#15/34.566111111111105/132.7461111111111,34°33′58″,132°44′46″,鷹巣山,""
852,白木山,"","",しらきやま,広島県,889,吉備高原西部,https://maps.gsi.go.jp/#15/34.521388888888886/132.57555555555555,34°31′17″,132°34′32″,白木山,""
853,呉娑々宇山,"","",ごさそうざん,広島県,682,吉備高原西部,https://maps.gsi.go.jp/#15/34.422777777777775/132.54777777777778,34°25′22″,132°32′52″,五八霜山,""
854,野呂山,膳棚山,"",のろさん（ぜんだなやま）,広島県,839,吉備高原西部,https://maps.gsi.go.jp/#15/34.26222222222222/132.66611111111112,34°15′44″,132°39′58″,野呂山,""
855,冠山,"","",かんざん,島根県,863,中国山地西部,https://maps.gsi.go.jp/#15/34.9175/132.50194444444443,34°55′03″,132°30′07″,標高点,こうぶりやま
856,阿佐山,"","",あさやま,"島根県, 広島県",1218,中国山地西部,https://maps.gsi.go.jp/#15/34.78583333333333/132.3813888888889,34°47′09″,132°22′53″,阿佐山,""
857,天狗石山,"","",てんぐいしやま,"島根県, 広島県",1192,中国山地西部,https://maps.gsi.go.jp/#15/34.79222222222222/132.3427777777778,34°47′32″,132°20′34″,天狗山,""
858,雲月山,"","",うんげつやま,"島根県, 広島県",911,中国山地西部,https://maps.gsi.go.jp/#15/34.80222222222222/132.23888888888888,34°48′08″,132°14′20″,雲月山,""
859,大佐山,"","",おおさやま,"島根県, 広島県",1069,中国山地西部,https://maps.gsi.go.jp/#15/34.74777777777778/132.20138888888889,34°44′52″,132°12′05″,大佐山,""
860,臥龍山,"","",がりゅうざん,広島県,1223,中国山地西部,https://maps.gsi.go.jp/#15/34.69/132.19666666666666,34°41′24″,132°11′48″,苅尾山,苅尾山（かりおさん）
861,深入山,"","",しんにゅうざん,広島県,1153,中国山地西部,https://maps.gsi.go.jp/#15/34.65/132.20666666666665,34°39′00″,132°12′24″,新入山,""
862,恐羅漢山,"","",おそらかんざん,"島根県, 広島県",1346,中国山地西部,https://maps.gsi.go.jp/#15/34.595555555555556/132.12972222222223,34°35′44″,132°07′47″,羅漢,""
863,十方山,"","",じっぽうざん,広島県,1328,中国山地西部,https://maps.gsi.go.jp/#15/34.56527777777777/132.14222222222222,34°33′55″,132°08′32″,標高点,""
864,大峯山,"","",おおみねやま,広島県,1050,中国山地西部,https://maps.gsi.go.jp/#15/34.41583333333333/132.21694444444444,34°24′57″,132°13′01″,測定点,""
865,冠山,"","",かんむりやま,広島県,1339,中国山地西部,https://maps.gsi.go.jp/#15/34.468611111111116/132.07611111111112,34°28′07″,132°04′34″,冠山,""
866,寂地山,"","",じゃくちさん,"山口県, 島根県",1337,中国山地西部,https://maps.gsi.go.jp/#15/34.467222222222226/132.05444444444444,34°28′02″,132°03′16″,標高点,""
867,安蔵寺山,"","",あぞうじやま,島根県,1263,中国山地西部,https://maps.gsi.go.jp/#15/34.477222222222224/131.96722222222223,34°28′38″,131°58′02″,杉山,""
868,小五郎山,"","",こごろうさん,山口県,1162,中国山地西部,https://maps.gsi.go.jp/#15/34.41694444444444/132.00861111111112,34°25′01″,132°00′31″,小五郎,""
869,羅漢山,"","",らかんざん,山口県,1109,中国山地西部,https://maps.gsi.go.jp/#15/34.355555555555554/132.06722222222223,34°21′20″,132°04′02″,羅漢山,""
870,鈴ノ大谷山,"","",すずのおおたにやま,島根県,1036,中国山地西部,https://maps.gsi.go.jp/#15/34.376666666666665/131.83916666666667,34°22′36″,131°50′21″,大谷山,""
871,平家ヶ岳,"","",へいけがだけ,"島根県, 山口県",1066,中国山地西部,https://maps.gsi.go.jp/#15/34.318333333333335/131.8997222222222,34°19′06″,131°53′59″,平家岳,""
872,馬糞ヶ岳,"","",ばふんがだけ,山口県,985,中国山地西部,https://maps.gsi.go.jp/#15/34.25055555555556/131.89638888888888,34°15′02″,131°53′47″,馬糞ケ岳,""
873,莇ヶ岳,"","",あざみがだけ,山口県,1004,中国山地西部,https://maps.gsi.go.jp/#15/34.3325/131.7777777777778,34°19′57″,131°46′40″,小河内,""
874,青野山,"","",あおのやま,島根県,907,中国山地西部,https://maps.gsi.go.jp/#15/34.46222222222222/131.79805555555555,34°27′44″,131°47′53″,青野山,Ｈ26三角点標高改訂
875,十種ヶ峰,"","",とくさがみね,"山口県, 島根県",989,中国山地西部,https://maps.gsi.go.jp/#15/34.43833333333333/131.6952777777778,34°26′18″,131°41′43″,徳佐ケ峰,""
876,高山,"","",こうやま,山口県,533,中国山地西部,https://maps.gsi.go.jp/#15/34.65222222222222/131.61333333333332,34°39′08″,131°36′48″,高山,""
877,西鳳翩山,"","",にしほうべんざん,山口県,742,中国山地西部,https://maps.gsi.go.jp/#15/34.21083333333333/131.40944444444446,34°12′39″,131°24′34″,西方便,""
878,大平山,"","",おおひらやま,山口県,631,中国山地西部,https://maps.gsi.go.jp/#15/34.07333333333334/131.6302777777778,34°04′24″,131°37′49″,牟礼山,""
879,桂木山,"","",かつらぎさん,山口県,702,中国山地西部,https://maps.gsi.go.jp/#15/34.305277777777775/131.30277777777778,34°18′19″,131°18′10″,四城ケ岳,""
880,花尾山,"","",はなおやま,山口県,669,中国山地西部,https://maps.gsi.go.jp/#15/34.28388888888889/131.2211111111111,34°17′02″,131°13′16″,花尾山,""
881,天井ヶ岳,"","",てんじょうがだけ,山口県,691,中国山地西部,https://maps.gsi.go.jp/#15/34.31111111111111/131.0427777777778,34°18′40″,131°02′34″,天上ケ岳,""
882,狗留孫山,御岳,"",くるそんざん（おだけ）,山口県,616,中国山地西部,https://maps.gsi.go.jp/#15/34.21472222222223/130.9763888888889,34°12′53″,130°58′35″,狗留孫山,""
883,竜王山,"","",りゅうおうざん,山口県,614,中国山地西部,https://maps.gsi.go.jp/#15/34.068333333333335/130.93583333333333,34°04′06″,130°56′09″,吉見竜王山,""
884,嶮岨山,"",星ヶ城山,けんそざん<ほしがじょうやま>,香川県,816,瀬戸内海（小豆島）,https://maps.gsi.go.jp/#15/34.515277777777776/134.3175,34°30′55″,134°19′03″,星ケ城山,Ｈ26三角点標高改訂
885,熊ヶ峰,"","",くまがみね,広島県,438,瀬戸内海（福山南部）,https://maps.gsi.go.jp/#15/34.43333333333333/133.36833333333334,34°26′00″,133°22′06″,保ケ迫,""
886,鷲ヶ頭山,"","",わしがとうざん,愛媛県,436,瀬戸内海（大三島）,https://maps.gsi.go.jp/#15/34.23916666666667/133.0213888888889,34°14′21″,133°01′17″,鷲頭山,Ｈ26三角点標高改訂
887,弥山,"","",みせん,広島県,535,瀬戸内海（厳島）,https://maps.gsi.go.jp/#15/34.279444444444444/132.31944444444443,34°16′46″,132°19′10″,測定点,Ｈ17現地計測による標高改訂
888,皇座山,"","",おおざさん,山口県,526,瀬戸内海（柳井市南方）,https://maps.gsi.go.jp/#15/33.85305555555556/132.14222222222222,33°51′11″,132°08′32″,室津山,Ｈ26三角点標高改訂
889,五剣山,八栗山,"",ごけんざん（やくりやま）,香川県,375,讃岐山地とその周辺,https://maps.gsi.go.jp/#15/34.361111111111114/134.14138888888888,34°21′40″,134°08′29″,標高点,""
890,大平山,"","",おおひらやま,香川県,479,讃岐山地とその周辺,https://maps.gsi.go.jp/#15/34.32972222222222/133.9525,34°19′47″,133°57′09″,新居,""
891,飯野山,讃岐富士,"",いいのやま（さぬきふじ）,香川県,422,讃岐山地とその周辺,https://maps.gsi.go.jp/#15/34.27444444444444/133.84583333333333,34°16′28″,133°50′45″,飯野山,""
892,象頭山,"",大麻山,ぞうずさん<おおさやま>,香川県,616,讃岐山地とその周辺,https://maps.gsi.go.jp/#15/34.196666666666665/133.78861111111112,34°11′48″,133°47′19″,大麻山,""
893,矢筈山,"","",やはずやま,香川県,789,讃岐山地とその周辺,https://maps.gsi.go.jp/#15/34.19416666666666/134.19666666666666,34°11′39″,134°11′48″,標高点,""
894,大滝山,"","",おおたきやま,"香川県, 徳島県",946,讃岐山地とその周辺,https://maps.gsi.go.jp/#15/34.123333333333335/134.12694444444446,34°07′24″,134°07′37″,標高点,""
895,竜王山,"","",りゅうおうざん,"徳島県, 香川県",1060,讃岐山地とその周辺,https://maps.gsi.go.jp/#15/34.11555555555556/134.04833333333332,34°06′56″,134°02′54″,阿波竜王,""
896,大川山,"","",だいせんざん,"徳島県, 香川県",1043,讃岐山地とその周辺,https://maps.gsi.go.jp/#15/34.11527777777778/133.93972222222223,34°06′55″,133°56′23″,大川山,""
897,雲辺寺山,"","",うんぺんじさん,"香川県, 徳島県",927,讃岐山地とその周辺,https://maps.gsi.go.jp/#15/34.03527777777778/133.72305555555556,34°02′07″,133°43′23″,標高点,""
898,東三方ヶ森,"","",ひがしさんぽうがもり,愛媛県,1233,高縄山地,https://maps.gsi.go.jp/#15/33.90277777777778/132.9597222222222,33°54′10″,132°57′35″,赤子谷,""
899,高縄山,"","",たかなわさん,愛媛県,986,高縄山地,https://maps.gsi.go.jp/#15/33.94583333333333/132.85,33°56′45″,132°51′00″,高縄山,""
900,眉山,"","",びざん,徳島県,290,四国山地東部,https://maps.gsi.go.jp/#15/34.06111111111111/134.51638888888888,34°03′40″,134°30′59″,標高点,""
901,中津峰山,"","",なかつみねやま,徳島県,773,四国山地東部,https://maps.gsi.go.jp/#15/33.962500000000006/134.50944444444445,33°57′45″,134°30′34″,中津峰,""
902,太竜寺山,"","",たいりゅうじやま,徳島県,618,四国山地東部,https://maps.gsi.go.jp/#15/33.87416666666667/134.51972222222224,33°52′27″,134°31′11″,標高点,""
903,高越山,"","",こうつざん,徳島県,1133,四国山地東部（剣山地）,https://maps.gsi.go.jp/#15/34.01722222222222/134.19583333333333,34°01′02″,134°11′45″,標高点,""
904,雲早山,"","",くもそうやま,徳島県,1496,四国山地東部（剣山地）,https://maps.gsi.go.jp/#15/33.905833333333334/134.29472222222222,33°54′21″,134°17′41″,雲早山,""
905,八面山,"","",やつらやま,徳島県,1312,四国山地東部（剣山地）,https://maps.gsi.go.jp/#15/33.92333333333333/134.09972222222223,33°55′24″,134°05′59″,八面山,""
906,剣山,"","",つるぎさん,徳島県,1955,四国山地東部（剣山地）,https://maps.gsi.go.jp/#15/33.853611111111114/134.09416666666667,33°51′13″,134°05′39″,剣山,""
907,剣山,"",丸笹山,つるぎさん<まるざさやま>,徳島県,1712,四国山地東部（剣山地）,https://maps.gsi.go.jp/#15/33.87416666666667/134.09,33°52′27″,134°05′24″,丸笹山,""
908,塔丸,"","",とうのまる,徳島県,1713,四国山地東部（剣山地）,https://maps.gsi.go.jp/#15/33.86694444444444/134.03916666666666,33°52′01″,134°02′21″,塔丸,""
909,矢筈山,"","",やはずさん,徳島県,1849,四国山地東部（剣山地）,https://maps.gsi.go.jp/#15/33.925/133.975,33°55′30″,133°58′30″,矢筈山,Ｈ21三角点改測
910,中津山,"","",なかつざん,徳島県,1447,四国山地東部（剣山地）,https://maps.gsi.go.jp/#15/33.92472222222222/133.84416666666667,33°55′29″,133°50′39″,中津山,""
911,国見山,"","",くにみざん,徳島県,1409,四国山地東部（剣山地）,https://maps.gsi.go.jp/#15/33.9075/133.78472222222223,33°54′27″,133°47′05″,国見山,""
912,天狗塚,"","",てんぐづか,徳島県,1812,四国山地東部（剣山地）,https://maps.gsi.go.jp/#15/33.82694444444445/133.94333333333333,33°49′37″,133°56′36″,標高点,""
913,三嶺,"","",みうね,"徳島県, 高知県",1894,四国山地東部（剣山地）,https://maps.gsi.go.jp/#15/33.839444444444446/133.98777777777775,33°50′22″,133°59′16″,三嶺,さんれい　Ｈ26三角点標高改訂
914,白髪山,"","",しらがやま,高知県,1770,四国山地東部（剣山地）,https://maps.gsi.go.jp/#15/33.809999999999995/133.99305555555554,33°48′36″,133°59′35″,白髪山,""
915,石立山,"","",いしたてざん,"徳島県, 高知県",1708,四国山地東部（剣山地）,https://maps.gsi.go.jp/#15/33.78472222222222/134.055,33°47′05″,134°03′18″,石立山,""
916,梶ヶ森,"","",かじがもり,高知県,1400,四国山地東部,https://maps.gsi.go.jp/#15/33.759166666666665/133.7513888888889,33°45′33″,133°45′05″,大兀森,""
917,甚吉森,"","",じんきちもり,"徳島県, 高知県",1423,四国山地東部,https://maps.gsi.go.jp/#15/33.69472222222222/134.10999999999999,33°41′41″,134°06′36″,甚吉森,""
918,天狗森,"","",てんぐもり,高知県,1296,四国山地東部,https://maps.gsi.go.jp/#15/33.61888888888889/134.06777777777776,33°37′08″,134°04′04″,天狗森,Ｈ26三角点標高改訂
919,鐘ヶ龍森,"","",かねがりゅうもり,高知県,1126,四国山地東部,https://maps.gsi.go.jp/#15/33.54694444444444/134.08194444444445,33°32′49″,134°04′55″,鐘ケ竜,""
920,工石山,"","",くいしやま,高知県,1516,四国山地西部,https://maps.gsi.go.jp/#15/33.855555555555554/133.57999999999998,33°51′20″,133°34′48″,仁尾ケ内山,奥工石山（おくくいしやま）
921,白髪山,"","",しらがやま,高知県,1469,四国山地西部,https://maps.gsi.go.jp/#15/33.816111111111105/133.59083333333334,33°48′58″,133°35′27″,上関,Ｈ26三角点標高改訂
922,稲叢山,"","",いなむらやま,高知県,1506,四国山地西部,https://maps.gsi.go.jp/#15/33.746944444444445/133.35916666666665,33°44′49″,133°21′33″,稲村ケ台,""
923,工石山,"","",くいしやま,高知県,1177,四国山地西部,https://maps.gsi.go.jp/#15/33.66972222222222/133.50611111111112,33°40′11″,133°30′22″,標高点,""
924,赤星山,"","",あかぼしやま,愛媛県,1453,四国山地西部（石鎚山地）,https://maps.gsi.go.jp/#15/33.919444444444444/133.45805555555555,33°55′10″,133°27′29″,赤星山,""
925,東赤石山,"","",ひがしあかいしやま,愛媛県,1706,四国山地西部（石鎚山地）,https://maps.gsi.go.jp/#15/33.875/133.375,33°52′30″,133°22′30″,赤石,""
926,笹ヶ峰,"","",ささがみね,"愛媛県, 高知県",1860,四国山地西部（石鎚山地）,https://maps.gsi.go.jp/#15/33.82805555555556/133.27472222222224,33°49′41″,133°16′29″,笹ケ峰,Ｈ26三角点標高改訂
927,伊予富士,"","",いよふじ,"愛媛県, 高知県",1756,四国山地西部（石鎚山地）,https://maps.gsi.go.jp/#15/33.78805555555555/133.24805555555554,33°47′17″,133°14′53″,伊予富士,""
928,瓶ヶ森,"","",かめがもり,愛媛県,1897,四国山地西部（石鎚山地）,https://maps.gsi.go.jp/#15/33.79472222222222/133.19333333333333,33°47′41″,133°11′36″,亀ケ森,Ｈ26三角点標高改訂
929,石鎚山,"",天狗岳,いしづちさん<てんぐだけ>,愛媛県,1982,四国山地西部（石鎚山地）,https://maps.gsi.go.jp/#15/33.76777777777777/133.11499999999998,33°46′04″,133°06′54″,標高点,""
930,二ノ森,"","",にのもり,愛媛県,1930,四国山地西部（石鎚山地）,https://maps.gsi.go.jp/#15/33.75861111111111/133.0938888888889,33°45′31″,133°05′38″,面河山,Ｈ22三角点標高改測
931,筒上山,"","",つつじょうざん,"愛媛県, 高知県",1860,四国山地西部（石鎚山地）,https://maps.gsi.go.jp/#15/33.731944444444444/133.16111111111113,33°43′55″,133°09′40″,筒城山,Ｈ26三角点標高改訂
932,石墨山,"","",いしずみさん,愛媛県,1456,四国山地西部,https://maps.gsi.go.jp/#15/33.73388888888889/132.98472222222222,33°44′02″,132°59′05″,石墨山,""
933,障子山,"","",しょうじやま,愛媛県,885,四国山地西部,https://maps.gsi.go.jp/#15/33.70527777777778/132.76527777777778,33°42′19″,132°45′55″,障子山,""
934,壺神山,"","",つぼがみやま,愛媛県,971,四国山地西部,https://maps.gsi.go.jp/#15/33.605555555555554/132.55472222222224,33°36′20″,132°33′17″,壺神山,""
935,出石山,"","",いずしやま,愛媛県,812,四国山地西部,https://maps.gsi.go.jp/#15/33.535/132.46527777777777,33°32′06″,132°27′55″,標高点,""
936,神南山,"","",かんなんざん,愛媛県,710,四国山地西部,https://maps.gsi.go.jp/#15/33.5175/132.6327777777778,33°31′03″,132°37′58″,神南山,""
937,御在所山,"","",ございしょざん,愛媛県,915,四国山地西部,https://maps.gsi.go.jp/#15/33.34388888888889/132.75583333333333,33°20′38″,132°45′21″,標高点,""
938,笠取山,"","",かさとりやま,愛媛県,1562,四国山地西部,https://maps.gsi.go.jp/#15/33.55555555555555/132.92249999999999,33°33′20″,132°55′21″,笠取山,""
939,中津山,明神山,"",なかつさん（みょうじんさん）,"愛媛県, 高知県",1541,四国山地西部,https://maps.gsi.go.jp/#15/33.57555555555556/133.04666666666665,33°34′32″,133°02′48″,中津明神山,""
940,不入山,"","",いらずやま,高知県,1336,四国山地西部,https://maps.gsi.go.jp/#15/33.44083333333333/133.06305555555556,33°26′27″,133°03′47″,不入山,""
941,蟠蛇森,"","",ばんだがもり,高知県,770,四国山地西部,https://maps.gsi.go.jp/#15/33.441111111111105/133.25944444444445,33°26′28″,133°15′34″,万朶森,Ｈ26三角点標高改訂
942,鈴ヶ森,"","",すずがもり,高知県,1054,四国山地西部,https://maps.gsi.go.jp/#15/33.35638888888889/133.0511111111111,33°21′23″,133°03′04″,鈴ケ森,""
943,五在所ノ峯,"","",ございしょのみね,高知県,658,四国山地西部,https://maps.gsi.go.jp/#15/33.17722222222222/133.15083333333334,33°10′38″,133°09′03″,五在所森,""
944,堂が森,"","",どうがもり,高知県,857,四国山地西部,https://maps.gsi.go.jp/#15/33.16/132.87666666666667,33°09′36″,132°52′36″,堂ケ森,""
945,高月山,"","",たかつきやま,愛媛県,1229,四国山地西部,https://maps.gsi.go.jp/#15/33.20861111111111/132.63472222222222,33°12′31″,132°38′05″,高月,""
946,三本杭,"","",さんぼんぐい,愛媛県,1226,四国山地西部,https://maps.gsi.go.jp/#15/33.18833333333333/132.63527777777776,33°11′18″,132°38′07″,滑床山,""
947,篠山,"","",ささやま,"愛媛県, 高知県",1065,四国山地西部,https://maps.gsi.go.jp/#15/33.05583333333333/132.65916666666666,33°03′21″,132°39′33″,篠山,""
948,今ノ山,"","",いまのやま,高知県,868,四国山地西部,https://maps.gsi.go.jp/#15/32.8575/132.85027777777776,32°51′27″,132°51′01″,標高点,""
949,足立山,霧ヶ岳,"",あだちやま（きりがたけ）,福岡県,598,筑紫山地,https://maps.gsi.go.jp/#15/33.85944444444445/130.91722222222222,33°51′34″,130°55′02″,霧ケ岳,""
950,貫山,"","",ぬきさん,福岡県,712,筑紫山地,https://maps.gsi.go.jp/#15/33.78055555555555/130.90944444444446,33°46′50″,130°54′34″,貫山,""
951,福智山,"","",ふくちやま,福岡県,901,筑紫山地,https://maps.gsi.go.jp/#15/33.742222222222225/130.8038888888889,33°44′32″,130°48′14″,福智山,""
952,犬ヶ岳,"","",いぬがたけ,"大分県, 福岡県",1131,筑紫山地,https://maps.gsi.go.jp/#15/33.51222222222222/131.00166666666667,33°30′44″,131°00′06″,犬ケ岳,カメノオ
953,英彦山,"","",ひこさん,"福岡県, 大分県",1199,筑紫山地,https://maps.gsi.go.jp/#15/33.476111111111116/130.9261111111111,33°28′34″,130°55′34″,英彦山,Ｈ26三角点標高改訂
954,馬見山,"","",うまみやま,福岡県,978,筑紫山地,https://maps.gsi.go.jp/#15/33.48638888888889/130.76777777777778,33°29′11″,130°46′04″,馬見山,""
955,犬鳴山,熊ヶ城,"",いぬなきやま（くまがしろ）,福岡県,584,筑紫山地,https://maps.gsi.go.jp/#15/33.68722222222222/130.54916666666668,33°41′14″,130°32′57″,熊ケ城,いんなきやま
956,三郡山,"","",さんぐんざん,福岡県,936,筑紫山地,https://maps.gsi.go.jp/#15/33.55555555555555/130.5838888888889,33°33′20″,130°35′02″,三郡山,""
957,基山,"","",きざん,佐賀県,404,筑紫山地,https://maps.gsi.go.jp/#15/33.44277777777778/130.5102777777778,33°26′34″,130°30′37″,防住山,""
958,脊振山,"","",せふりさん,"福岡県, 佐賀県",1055,筑紫山地,https://maps.gsi.go.jp/#15/33.436388888888885/130.3686111111111,33°26′11″,130°22′07″,脊振山,""
959,浮嶽,"","",うきだけ,"福岡県, 佐賀県",805,筑紫山地,https://maps.gsi.go.jp/#15/33.47/130.0991666666667,33°28′12″,130°05′57″,浮岳,""
960,天山,"","",てんざん,佐賀県,1046,筑紫山地,https://maps.gsi.go.jp/#15/33.33888888888889/130.14277777777778,33°20′20″,130°08′34″,天山,""
961,両子山,"","",ふたごさん,大分県,720,国東半島,https://maps.gsi.go.jp/#15/33.58305555555556/131.60166666666666,33°34′59″,131°36′06″,両子山,""
962,鹿嵐山,"","",かならせやま,大分県,758,阿蘇・くじゅうとその周辺,https://maps.gsi.go.jp/#15/33.43472222222222/131.25277777777777,33°26′05″,131°15′10″,鹿嵐山,""
963,鶴見岳,"","",つるみだけ,大分県,1375,阿蘇・くじゅうとその周辺,https://maps.gsi.go.jp/#15/33.28666666666666/131.4297222222222,33°17′12″,131°25′47″,鶴見岳,""
